,Symbol,Company Name,Industry,Prior Close,% 5 Day Chg_x,% 4 Week Chg_x,% 52 Week Chg,Mkt Cap,Refinitiv,Argus Analyst,Argus A6 Quantitative,MarketEdge,Morgan Stanley,SmartConsensus,Thomson Reuters Consensus,TipRanks Analyst Consensus,TipRanks Blogger Sentiment,% 5 Day Chg_y,% 4 Week Chg_y,% Vs. S&P 500 4 Weeks,% Vs. S&P 500 13 Weeks,% Vs. S&P 500 52 Weeks,Beta,P/E Ratio (TTM)*,PEG Ratio,Price/Sales Ratio,Price/Book Ratio,Price/Cash Flow Ratio,Debt to Capital Ratio,% Return on Equity,% Return on Assets,% EPS Growth CFY*,% EPS Growth NFY*,% Revenue Growth CFY*,% Revenue Growth NFY*,% Dividend Yield,% Dividend Growth 5 Year
146,DG,Dollar General Corp,Diversified Retail,100.98,0.0285,0.07,-0.28,$22.210B,0,1,1,1,0,1.0,2.5,1,-1,0.0285,0.07,0.0161,0.2924,-0.3771,-0.18,19.75,1.82302,0.55,3.0,10.59,45.7,0.1589,0.0363,0.09390000000000001,0.1109,0.039,0.0404,0.023399999999999997,0.13019999999999998
147,DLTR,Dollar Tree Inc,Diversified Retail,90.36,0.0433,0.11,-0.21,$19.435B,0,0,0,1,0,0.0,2.6,1,-1,0.0433,0.11,0.049,0.1923,-0.2984,0.61,18.72,4.76732,0.84,4.89,12.1,46.31,0.18469999999999998,0.0513,0.0118,0.14529999999999998,-0.38520000000000004,0.056799999999999996,0.0,0.0
148,D,Dominion Energy Inc,Electrical Utilities & IPPs,56.73,0.009399999999999999,0.04,0.06,$48.337B,0,0,0,1,0,0.0,2.8,0,-1,0.009399999999999999,0.04,-0.0191,-0.0066,-0.0373,0.36,24.59,5.58053,3.24,1.83,10.83,58.94,0.0748,0.0194,0.2238,0.055999999999999994,0.1391,0.051699999999999996,0.0471,-0.0616
149,DPZ,Domino's Pizza Inc,Hotels & Entertainment Services,484.56,-0.026000000000000002,-0.01,0.04,$16.592B,1,0,0,1,1,0.0,2.2,1,-1,-0.026000000000000002,-0.01,-0.07780000000000001,0.0365,-0.1356,0.65,27.75,2.16642,3.51,0.0,23.83,468.06,0.0,0.3357,0.0641,0.0907,0.048799999999999996,0.0659,0.0144,0.18359999999999999
150,DASH,DoorDash Inc,Software & IT Services,204.89,0.0134,0.07,0.82,$81.686B,0,1,1,1,1,1.0,2.1,1,-1,0.0134,0.07,0.0062,0.07730000000000001,0.6268,1.4,282.28,0,7.72,10.35,95.93,0.0,0.0441,0.026699999999999998,6.448300000000001,0.6759000000000001,0.1979,0.1877,0.0,0.0
151,DOV,Dover Corp,"Machinery, Equipment & Components",181.56,-0.026000000000000002,0.06,-0.02,$24.893B,0,0,0,1,0,1.0,2.2,1,-1,-0.026000000000000002,0.06,0.0016,-0.0795,-0.11689999999999999,1.12,23.41,2.22999,3.13,3.49,17.55,29.4,0.1745,0.08710000000000001,0.1267,0.08990000000000001,0.030600000000000002,0.0463,0.0113,0.0111
152,DOW^I17,Dow Inc,Chemicals,28.92,-0.0395,-0.04,-0.5,$20.355B,1,0,0,0,0,0.0,2.9,0,-1,-0.0395,-0.04,-0.1139,-0.2586,-0.5515,1.31,72.29,-13.33641,0.48,1.22,6.27,48.93,0.016,0.0064,-0.7836,2.4865,-0.0277,0.0278,0.0968,0.0592
153,DHI,DR Horton Inc,Homebuilding & Construction Supplies,121.48,-0.0276,-0.06,-0.17,$37.316B,1,1,0,0,0,0.0,2.6,0,-1,-0.0276,-0.06,-0.0855,-0.07519999999999999,-0.2475,0.49,9.19,0.60083,1.06,1.54,8.42,20.77,0.1783,0.12380000000000001,-0.19940000000000002,0.0941,-0.0803,0.0347,0.0132,0.1487
154,DTE,DTE Energy Co,Electrical Utilities & IPPs,137.12,-0.0105,-0.02,0.2,$28.417B,0,1,0,0,1,1.0,2.2,1,-1,-0.0105,-0.02,-0.0584,0.0338,0.0874,0.28,18.52,3.83417,2.08,2.39,8.63,66.07,0.1328,0.0322,0.0556,0.0721,0.0717,0.0269,0.0318,-0.028399999999999998
155,DUK,Duke Energy Corp,Electrical Utilities & IPPs,116.38,-0.0052,-0.04,0.14,$90.457B,0,1,1,-1,0,0.0,2.4,1,-1,-0.0052,-0.04,-0.102,-0.0021,0.0204,0.0,19.34,4.39881,2.92,1.82,7.98,62.53,0.09570000000000001,0.0265,0.0712,0.0617,0.0451,0.0361,0.0359,-0.0362
156,DD^I17,DuPont de Nemours Inc,Electronic Equipment & Parts,69.27,0.0051,0.03,-0.14,$28.989B,1,1,0,0,0,0.0,2.0,1,-1,0.0051,0.03,-0.0121,-0.1492,-0.235,1.36,2517.08,410.24823,2.32,1.27,23.32,23.57,0.0006,0.0013,0.0467,0.0892,0.030899999999999997,0.040999999999999995,0.023700000000000002,-0.0679
157,EMN,Eastman Chemical Co,Chemicals,82.47,0.0038,0.01,-0.18,$9.522B,0,0,0,0,1,0.0,2.2,1,-1,0.0038,0.01,0.0158,-0.1616,-0.26289999999999997,1.09,10.5,2.46385,1.02,1.62,6.64,45.79,0.1616,0.0623,-0.0646,0.1152,-0.0123,0.0327,0.0403,0.0562
158,ETN,Eaton Corporation PLC,"Machinery, Equipment & Components",328.16,-0.0034000000000000002,0.12,-0.05,$128.409B,1,1,1,1,1,1.0,2.1,1,-1,-0.0034000000000000002,0.12,0.0601,0.1477,-0.1376,1.38,33.12,4.77887,5.07,6.94,26.37,35.21,0.20829999999999999,0.1014,0.1074,0.1304,0.0953,0.0766,0.0127,0.057699999999999994
159,EBAY,eBay Inc,Software & IT Services,72.44,0.0001,0.07,0.37,$33.395B,1,1,0,1,1,1.0,2.7,1,-1,0.0001,0.07,0.0123,0.0271,0.19269999999999998,0.52,17.23,1.34205,3.24,6.78,14.07,57.67,0.36479999999999996,0.1014,0.0922,0.08070000000000001,0.0321,0.0379,0.016,0.1404
160,ECL,Ecolab Inc,Chemicals,265.48,0.0158,0.08,0.11,$75.267B,1,1,0,0,1,1.0,2.3,1,-1,0.0158,0.08,0.0097,0.0049,0.015,0.57,36.12,2.73637,4.8,8.48,24.61,46.09,0.2462,0.09720000000000001,0.1278,0.124,0.0138,0.0516,0.0098,0.051
161,EIX,Edison International,Electrical Utilities & IPPs,57.10,-0.0155,-0.03,-0.24,$21.985B,0,1,1,1,-1,1.0,2.2,1,-1,-0.0155,-0.03,-0.087,0.1009,-0.314,0.64,8.1,2.07568,1.27,1.47,3.85,67.13,0.1916,0.0347,0.22519999999999998,0.0116,0.06849999999999999,0.037000000000000005,0.057999999999999996,0.0495
162,EW,Edwards Lifesciences Corp,Healthcare Equipment & Supplies,76.22,-0.0233,0.0,-0.14,$44.711B,1,0,0,1,0,0.0,2.4,1,-1,-0.0233,0.0,-0.0617,0.0728,-0.22390000000000002,0.56,31.45,2.31003,8.07,4.41,28.33,5.54,0.1673,0.1263,0.0206,0.11689999999999999,0.0852,0.095,0.0,0.0
163,EA,Electronic Arts Inc,Software & IT Services,146.91,-0.023700000000000002,0.0,0.09,$36.840B,0,1,1,1,0,1.0,2.4,1,0,-0.023700000000000002,0.0,-0.054900000000000004,0.1216,-0.0256,0.33,34.65,4.19963,4.94,5.8,25.73,22.78,0.1613,0.08689999999999999,0.32899999999999996,0.1059,0.0646,0.055999999999999994,0.0052,0.0
164,ELV,Elevance Health Inc,Healthcare Providers & Services,375.98,-0.0689,-0.1,-0.29,$84.947B,0,1,1,-1,0,0.0,2.0,1,-1,-0.0689,-0.1,-0.1464,-0.0592,-0.354,0.12,14.67,0.80399,0.46,2.0,11.41,41.31,0.1424,0.051,0.0421,0.142,0.1105,0.0727,0.0182,0.153
165,LLY,Eli Lilly And Co,Pharmaceuticals,725.22,-0.039599999999999996,-0.17,-0.12,$687.317B,0,1,1,-1,1,0.0,1.9,1,-1,-0.039599999999999996,-0.17,-0.2306,-0.1912,-0.1954,0.7,58.96,4.99643,14.03,43.6,53.14,70.85,0.7773,0.1449,0.6613,0.3517,0.3182,0.1956,0.0083,0.1505
166,EMR,Emerson Electric Co,"Machinery, Equipment & Components",120.97,0.0116,0.12,0.04,$68.046B,1,1,0,1,-1,1.0,2.1,1,-1,0.0116,0.12,0.081,0.016200000000000003,-0.044500000000000005,1.26,35.03,6.58438,3.86,3.54,19.28,42.71,0.09820000000000001,0.0434,0.08929999999999999,0.0803,0.034300000000000004,0.0481,0.0174,0.0139
167,ENPH,Enphase Energy Inc,Renewable Energy,40.22,-0.17550000000000002,-0.17,-0.68,$5.277B,-1,0,1,-1,-1,-1.0,2.9,0,-1,-0.17550000000000002,-0.17,-0.20829999999999999,-0.3761,-0.7121999999999999,0.83,38.83,0.28137,3.71,6.51,22.98,59.72,0.17129999999999998,0.046799999999999994,0.021099999999999997,0.2521,0.0981,0.0965,0.0,0.0
168,ETR,Entergy Corp,Electrical Utilities & IPPs,82.78,-0.0028000000000000004,-0.04,0.49,$35.659B,0,1,1,0,0,0.0,2.2,1,-1,-0.0028000000000000004,-0.04,-0.0693,-0.0256,0.3589,0.48,26.86,-17.90635,3.1,2.35,9.71,66.61,0.09050000000000001,0.021,0.0603,0.124,0.0824,0.061900000000000004,0.028999999999999998,0.0463
169,EOG,EOG Resources Inc,Oil & Gas,111.23,-0.0239,-0.02,-0.11,$60.708B,0,1,1,0,0,0.0,2.2,1,-1,-0.0239,-0.02,-0.0751,-0.1482,-0.1917,0.89,10.31,1.93599,2.61,2.08,6.0,13.85,0.209,0.1324,-0.19190000000000002,0.1033,-0.0554,0.0475,0.0351,0.27449999999999997
170,EPAM,EPAM Systems Inc,Software & IT Services,176.65,-0.038599999999999995,0.14,-0.03,$10.008B,0,0,0,0,0,0.0,2.2,1,-1,-0.038599999999999995,0.14,0.0378,-0.156,-0.12140000000000001,1.23,24.7,1.24764,2.06,2.75,19.6,0.68,0.1157,0.09050000000000001,-0.0018,0.11349999999999999,0.132,0.0738,0.0,0.0
171,EQT,EQT Corp,Oil & Gas,56.56,0.018000000000000002,0.14,0.4,$33.858B,-1,0,0,1,1,0.0,2.0,1,-1,0.018000000000000002,0.14,0.037000000000000005,0.16469999999999999,0.262,0.89,100.39,-2.83765,6.05,1.63,12.31,25.59,0.0206,0.013999999999999999,1.0497,0.3667,0.5323,0.2004,0.0111,0.3933
172,EFX,Equifax Inc,Professional & Commercial Services  ,258.39,-0.079,0.02,0.11,$32.092B,0,0,0,1,1,0.0,1.9,1,-1,-0.079,0.02,-0.061900000000000004,0.059000000000000004,-0.0356,1.14,52.74,24.26125,5.6,6.44,24.62,49.26,0.1283,0.051,0.043899999999999995,0.226,0.056299999999999996,0.1061,0.0077,0.0
173,EQIX,Equinix Inc,Residential & Commercial REITs,876.81,-0.0009,0.06,0.13,$85.769B,0,1,0,1,0,1.0,1.7,1,-1,-0.0009,0.06,-0.0332,-0.0274,0.0253,0.82,91.1,0,9.7,6.18,29.7,56.57,0.0708,0.027200000000000002,0.32,0.10769999999999999,0.054400000000000004,0.0833,0.021400000000000002,0.1202
174,EQR,Equity Residential,Residential & Commercial REITs,68.62,-0.0383,-0.01,0.04,$26.072B,0,1,0,0,0,0.0,2.5,1,-1,-0.0383,-0.01,-0.0732,-0.054400000000000004,-0.0644,0.71,26.22,3.88487,8.66,2.36,12.87,40.37,0.0901,0.0516,0.0,0.0,0.0,0.0,0.0404,-0.0735
175,ERIE,Erie Indemnity Co,Insurance,353.41,-0.0518,-0.15,-0.09,$16.324B,1,0,0,-1,0,-1.0,2.0,1,-1,-0.0518,-0.15,-0.0673,-0.10400000000000001,-0.18600000000000003,0.45,33.61,0,4.73,8.94,0.0,0.0,0.32380000000000003,0.2224,0.0897,0.1007,0.095,0.0784,0.0154,0.0721
176,ESS,Essex Property Trust Inc,Residential & Commercial REITs,274.60,-0.0415,-0.01,0.06,$17.680B,0,0,0,-1,0,0.0,2.7,1,-1,-0.0415,-0.01,-0.06280000000000001,-0.0832,-0.051699999999999996,0.72,26.28,5.05368,9.75,3.17,13.27,54.02,0.1209,0.0567,-0.2727,-0.046900000000000004,0.066,0.0391,0.0374,0.0461
177,EL,Estee Lauder Companies Inc,Personal &Household Products & Services,67.06,0.0262,0.1,-0.49,$15.706B,0,0,0,0,0,0.0,2.9,0,-1,0.0262,0.1,0.056799999999999996,-0.0981,-0.5234000000000001,1.27,0.0,0,1.63,5.55,0.0,62.69,-0.1727,-0.040999999999999995,-0.4363,0.5,-0.08439999999999999,0.0181,0.0209,0.0959
178,EG,Everest Group Ltd,Insurance,343.76,-0.011000000000000001,-0.05,-0.13,$14.622B,1,0,0,-1,0,-1.0,2.2,1,-1,-0.011000000000000001,-0.05,-0.1015,0.0073,-0.214,0.5,17.51,0.23341,0.84,1.81,0.0,20.24,0.060599999999999994,0.015600000000000001,0.5364,0.3432,0.0638,0.0374,0.0233,0.061500000000000006
179,EVRG,Evergy Inc,Electrical Utilities & IPPs,66.23,-0.013300000000000001,-0.03,0.23,$15.239B,0,0,0,-1,0,-1.0,1.9,1,-1,-0.013300000000000001,-0.03,-0.0974,-0.032,0.1104,0.22,17.45,2.6052,2.59,1.53,7.38,59.1,0.0895,0.0276,0.0604,0.056900000000000006,0.024900000000000002,0.0384,0.0403,0.0623
180,ES,Eversource Energy,Electrical Utilities & IPPs,64.61,0.017,0.08,0.1,$23.698B,0,1,0,1,0,1.0,2.5,-1,-1,0.017,0.08,0.021099999999999997,0.018500000000000003,0.0060999999999999995,0.41,27.9,5.11651,1.87,1.55,10.23,65.51,0.056299999999999996,0.0144,0.0394,0.058899999999999994,0.10679999999999999,0.025,0.0466,0.059699999999999996
181,EXC,Exelon Corp,Electrical Utilities & IPPs,43.91,-0.0108,-0.06,0.17,$5.577B,1,1,1,-1,0,0.0,2.5,1,-1,-0.0108,-0.06,-0.1198,0.0027,0.0721,-0.02,16.29,35.23142,1.87,1.6,7.0,63.62,0.10099999999999999,0.0255,0.076,0.0483,0.0501,0.0271,0.0364,0.0095
182,EXE,Expand Energy Corp,Oil & Gas,117.28,0.0335,0.1,0.28,$27.291B,0,0,1,1,1,0.0,1.8,1,-1,0.0335,0.1,0.0248,0.1463,0.171,0.59,0.0,0,5.25,1.62,26.53,23.37,-0.071,-0.0471,0.0,0.0,0.0,0.0,0.0196,0.0
183,EXPE,Expedia Group Inc,Hotels & Entertainment Services,164.99,-0.003,0.01,0.45,$20.062B,0,1,0,0,0,1.0,2.5,1,-1,-0.003,0.01,-0.0325,-0.16940000000000002,0.33990000000000004,1.45,19.44,2.2087,1.52,19.66,10.43,72.8,1.1916,0.045700000000000005,0.1618,0.19190000000000002,0.0338,0.0635,0.0097,-0.21239999999999998
184,EXPD,Expeditors International of Washngtn Inc,Freight & Logistics Services,114.28,-0.0327,0.02,-0.03,$15.774B,0,0,0,0,-1,-1.0,3.5,-1,-1,-0.0327,0.02,-0.0096,-0.03,-0.1321,0.75,18.97,3.56737,1.42,6.84,17.28,0.0,0.377,0.18289999999999998,-0.0629,0.024300000000000002,-0.0199,0.0207,0.013500000000000002,0.0786
185,EXR,Extra Space Storage Inc,Residential & Commercial REITs,147.92,-0.030600000000000002,0.02,0.02,$31.390B,-1,0,-1,0,0,0.0,2.6,1,-1,-0.030600000000000002,0.02,-0.0178,-0.0776,-0.0706,0.62,34.66,0,9.58,2.26,18.17,45.91,0.0646,0.034,0.1266,0.04190000000000001,0.08539999999999999,0.0355,0.0438,0.1233
186,XOM,Exxon Mobil Corp,Oil & Gas,103.52,-0.0277,-0.05,-0.09,$446.134B,1,1,1,-1,1,0.0,2.2,1,-1,-0.0277,-0.05,-0.10289999999999999,-0.0512,-0.18239999999999998,0.6,13.71,5.01697,1.31,1.7,7.58,12.22,0.1417,0.0832,-0.18359999999999999,0.1918,-0.0747,-0.0011,0.0383,0.022799999999999997
187,FFIV,F5 Inc,Software & IT Services,286.59,0.0031,0.06,0.67,$16.459B,1,0,1,1,0,1.0,3.0,0,-1,0.0031,0.06,0.024399999999999998,-0.016200000000000003,0.5111,1.04,27.22,7.87978,5.6,5.01,22.98,0.0,0.1989,0.1101,0.092,0.0726,0.07339999999999999,0.0397,0.0,0.0
188,FDS,Factset Research Systems Inc,Professional & Commercial Services  ,462.99,-0.015700000000000002,0.08,0.06,$17.569B,0,0,0,1,-1,0.0,3.2,-1,-1,-0.015700000000000002,0.08,0.014199999999999999,0.0058,-0.048799999999999996,0.63,32.9,4.42646,7.79,8.55,25.16,41.72,0.2812,0.1318,0.0377,0.07440000000000001,0.049100000000000005,0.057699999999999994,0.0095,0.0823
189,FICO,Fair Isaac Corp,Software & IT Services,"1,503.62",-0.3184,-0.12,0.26,$36.601B,0,0,0,1,0,0.0,2.2,1,0,-0.3184,-0.12,-0.2801,-0.1677,-0.027200000000000002,1.16,64.75,4.41987,19.89,0.0,61.86,180.05,0.0,0.3261,0.23420000000000002,0.242,0.1539,0.1565,0.0,0.0
190,FAST,Fastenal Co,"Machinery, Equipment & Components",41.64,0.0014000000000000002,-0.5,-0.38,$47.771B,1,1,1,1,0,1.0,2.8,0,-1,0.0014000000000000002,-0.5,-0.0258,0.12269999999999999,0.13,0.65,41.54,0,6.28,12.94,35.94,5.14,0.3235,0.24489999999999998,0.09,0.1009,0.07690000000000001,0.0833,0.021099999999999997,0.12390000000000001
191,FRT,Federal Realty Investment Trust,Residential & Commercial REITs,95.12,-0.0273,-0.02,-0.05,$8.205B,0,0,-1,0,0,0.0,2.2,1,-1,-0.0273,-0.02,-0.049699999999999994,-0.0942,-0.131,0.79,27.38,6.67747,6.72,2.71,12.6,56.78,0.1012,0.037000000000000005,-0.0819,0.035,0.0447,0.056100000000000004,0.0463,-0.0125
192,FDX,FedEx Corp,Freight & Logistics Services,219.76,-0.0281,0.01,-0.12,$52.654B,1,1,1,0,-1,1.0,2.2,1,-1,-0.0281,0.01,-0.0166,-0.1383,-0.20489999999999997,1.0,13.8,-6.87159,0.6,1.97,6.4,42.99,0.1474,0.0458,0.0202,0.09910000000000001,-0.0026,0.0264,0.025099999999999997,0.14150000000000001
193,FIS,Fidelity National Information Servcs Inc,Financial Technology (Fintech) & Infrastructure,79.96,-0.0126,-0.02,0.03,$42.011B,0,1,1,1,0,1.0,2.2,1,-1,-0.0126,-0.02,-0.045,0.1602,-0.07919999999999999,0.59,50.35,5.10271,4.12,2.79,17.31,44.37,0.052300000000000006,0.028999999999999998,0.1015,0.087,0.0344,0.0446,0.02,0.005699999999999999
194,FITB,Fifth Third Bancorp,Banking Services,38.14,-0.0347,0.05,0.02,$25.458B,0,1,0,0,0,1.0,2.1,1,0,-0.0347,0.05,-0.0095,-0.1082,-0.0828,1.02,12.11,1.26561,2.96,1.39,9.59,0.0,0.12240000000000001,0.0108,0.1242,0.1303,0.0556,0.0487,0.0388,0.08900000000000001
195,FSLR,First Solar Inc,Renewable Energy,155.73,-0.0557,0.15,-0.37,$16.701B,0,1,0,1,1,1.0,2.0,1,-1,-0.0557,0.15,0.06559999999999999,0.0621,-0.4959,0.95,13.24,0.3715,3.92,2.04,9.72,6.36,0.1677,0.1106,0.24539999999999998,0.4916,0.19870000000000002,0.20190000000000002,0.0,0.0
196,FE,FirstEnergy Corp,Electrical Utilities & IPPs,42.10,-0.0175,-0.01,0.07,$24.298B,0,1,0,1,1,1.0,2.4,1,-1,-0.0175,-0.01,-0.0821,-0.026699999999999998,-0.0322,0.14,22.43,0,1.74,1.93,8.08,64.13,0.08689999999999999,0.0245,-0.038,0.0672,0.045599999999999995,0.037599999999999995,0.042300000000000004,0.0208
197,FI,Fiserv Inc,Professional & Commercial Services  ,160.14,-0.053200000000000004,-0.09,0.07,$88.787B,1,1,1,-1,1,0.0,1.8,1,-1,-0.053200000000000004,-0.09,-0.1884,-0.3069,-0.0458,0.69,28.33,1.43964,4.29,3.44,12.59,51.62,0.1188,0.0458,0.1602,0.1655,0.09119999999999999,0.0849,0.0,0.0
198,F,Ford Motor Co,Automobiles & Auto Parts,10.31,-0.0409,0.04,-0.14,$40.268B,0,1,0,1,0,1.0,3.1,0,-1,-0.0409,0.04,-0.0461,0.1007,-0.22820000000000001,0.79,8.26,-2.05509,0.22,0.97,3.26,77.66,0.11470000000000001,0.018000000000000002,0.0,0.0,0.0,0.0,0.0582,0.0
199,FTNT,Fortinet Inc,Software & IT Services,104.74,-0.0001,0.03,0.7,$80.170B,0,0,1,1,1,0.0,2.6,0,-1,-0.0001,0.03,-0.056100000000000004,-0.0252,0.5294,1.26,43.11,2.13957,13.05,41.04,39.66,33.64,2.0591,0.2094,0.0464,0.1411,0.1351,0.1292,0.0,0.0
200,FTV,Fortive Corp,"Machinery, Equipment & Components",70.86,-0.0242,0.02,-0.07,$24.084B,1,0,0,0,1,0.0,2.4,1,-1,-0.0242,0.02,-0.0369,-0.1047,-0.1635,1.01,31.11,3.35912,3.9,2.35,17.98,27.38,0.077,0.046,0.0,0.09,0.0002,0.0452,0.0045000000000000005,0.0271
201,FOXA,Fox Corp,Media & Publishing,55.80,-0.0002,0.12,0.67,$11.943B,1,0,0,1,0,1.0,2.6,1,-1,-0.0002,0.12,0.0558,-0.0139,0.48729999999999996,0.84,13.87,2.50831,1.49,2.18,10.55,37.77,0.1689,0.084,0.309,-0.0535,0.1527,-0.0371,0.0097,0.0
202,BEN,Franklin Resources Inc,Investment Banking & Investment Services,22.21,0.0,0.15,-0.07,$11.672B,0,0,0,1,-1,0.0,3.3,-1,-1,0.0,0.15,0.1124,0.1041,-0.1472,1.07,32.16,-9.12975,1.34,0.95,12.34,44.57,0.028399999999999998,0.0129,-0.1464,0.10289999999999999,-0.0172,0.0058,0.0576,0.04019999999999999
203,FCX,Freeport-McMoRan Inc,Metals & Mining,39.64,0.0216,0.0,-0.26,$56.931B,0,0,0,1,1,0.0,2.1,1,-1,0.0216,0.0,0.0015,0.08449999999999999,-0.3109,1.58,32.39,-15.13396,2.29,3.22,9.29,24.35,0.10099999999999999,0.0728,0.0608,0.36310000000000003,0.045899999999999996,0.08289999999999999,0.0151,0.2457
204,GRMN,Garmin Ltd,Communications & Networking,205.51,0.003,0.01,0.24,$39.569B,0,0,0,0,-1,0.0,3.1,-1,-1,0.003,0.01,-0.054400000000000004,-0.08560000000000001,0.12390000000000001,1.15,27.09,4.04396,6.13,4.84,23.99,0.0,0.19039999999999999,0.1594,0.060899999999999996,0.08289999999999999,0.0875,0.0741,0.0175,0.0588
205,IT,Gartner Inc,Software & IT Services,444.86,-0.0104,0.06,0.0,$34.240B,1,0,0,0,0,0.0,2.5,1,-1,-0.0104,0.06,-0.0067,-0.1107,-0.09230000000000001,0.83,27.67,3.43762,5.41,22.98,23.49,62.16,1.1319,0.1549,-0.11779999999999999,0.0941,0.047400000000000005,0.06709999999999999,0.0,0.0
206,GEHC,GE HealthCare Technologies Inc,Healthcare Equipment & Supplies,71.01,-0.0286,0.04,-0.12,$32.514B,1,1,0,0,0,0.0,2.0,1,-1,-0.0286,0.04,-0.0206,-0.21359999999999998,-0.20329999999999998,1.31,14.93,0,1.64,3.54,11.53,48.3,0.2631,0.0684,-0.098,0.1284,0.0313,0.0471,0.002,0.0
207,GEV,GE Vernova Inc,Electrical Utilities & IPPs,471.51,0.0558,0.27,1.84,$128.692B,0,1,0,0,1,0.0,2.0,1,-1,0.0558,0.27,0.1929,0.4926,1.3806,1.78,67.96,0,3.6,14.95,42.11,0.0,0.22030000000000002,0.0388,0.0,0.0,0.0,0.0,0.0021,0.0
208,GEN,Gen Digital Inc,Software & IT Services,28.17,-0.011200000000000002,0.11,0.13,$17.472B,0,1,1,1,0,1.0,2.3,1,-1,-0.011200000000000002,0.11,0.0305,0.028300000000000002,0.0139,0.95,27.34,3.41769,4.44,7.66,16.45,78.45,0.2917,0.041100000000000005,0.1261,0.11599999999999999,0.2016,0.0473,0.0177,0.045599999999999995
209,GNRC,Generac Holdings Inc,"Machinery, Equipment & Components",126.06,-0.022400000000000003,0.09,-0.14,$7.448B,0,1,1,0,0,1.0,2.1,1,-1,-0.022400000000000003,0.09,0.0454,-0.08650000000000001,-0.2404,1.19,21.95,2.74383,1.71,3.02,14.58,34.88,0.1429,0.06570000000000001,0.0179,0.1419,0.034,0.0676,0.0,0.0
210,GD,General Dynamics Corp,Aerospace & Defense,279.23,-0.0076,0.02,-0.07,$74.944B,0,1,0,1,0,1.0,2.5,1,-1,-0.0076,0.02,-0.0362,0.12369999999999999,-0.16510000000000002,0.5,19.39,2.34247,1.52,3.37,15.37,30.19,0.18230000000000002,0.0711,0.09539999999999998,0.11789999999999999,0.0558,0.0424,0.0215,0.0694
211,GE,General Electric Co,Aerospace & Defense,241.78,0.0276,0.17,0.39,$257.831B,0,1,0,1,1,1.0,1.9,1,-1,0.0276,0.17,0.1324,0.2202,0.2944,1.18,38.1,4.94627,6.5,13.39,32.67,50.13,0.2809,0.04769999999999999,0.2087,0.1673,0.1338,0.10289999999999999,0.006,0.2352
212,GIS,General Mills Inc,Food & Tobacco,54.13,-0.0128,-0.05,-0.23,$29.642B,0,0,1,-1,-1,0.0,2.8,0,-1,-0.0128,-0.05,-0.0947,-0.1161,-0.29,0.12,11.89,2.14867,1.51,3.2,9.76,59.86,0.2737,0.0785,-0.073,-0.0406,-0.0172,-0.0178,0.0443,0.0378
213,GM,General Motors Co,Automobiles & Auto Parts,49.09,-0.018799999999999997,0.05,0.13,$47.197B,1,1,0,1,0,1.0,2.5,1,-1,-0.018799999999999997,0.05,-0.0179,0.056900000000000006,-0.003,0.85,7.08,-5.30826,0.25,0.74,2.72,66.64,0.1158,0.021,-0.1321,0.0207,-0.0473,0.0038,0.012199999999999999,-0.2059
214,GPC,Genuine Parts Co,Automobiles & Auto Parts,127.27,-0.0141,0.08,-0.13,$17.664B,1,1,0,0,0,0.0,2.5,1,-1,-0.0141,0.08,0.0106,0.0395,-0.21489999999999998,0.59,20.9,4.5438,0.75,3.97,13.77,50.69,0.19190000000000002,0.044500000000000005,-0.053899999999999997,0.10880000000000001,0.0252,0.0352,0.032400000000000005,0.0557
215,GILD,Gilead Sciences Inc,Pharmaceuticals,109.09,0.0276,0.01,0.61,$135.700B,0,1,1,-1,1,0.0,2.0,1,-1,0.0276,0.01,-0.0169,-0.0163,0.4879,0.35,23.07,13.52895,4.72,7.09,15.53,56.67,0.3251,0.1058,0.7229000000000001,0.0603,-0.0045000000000000005,0.037000000000000005,0.028999999999999998,0.040999999999999995
216,GPN,Global Payments Inc,Professional & Commercial Services  ,75.75,-0.06309999999999999,0.05,-0.27,$18.474B,0,1,1,0,0,0.0,2.5,1,-1,-0.06309999999999999,0.05,-0.0717,-0.2635,-0.3396,1.23,12.23,0.62706,1.83,0.84,5.41,42.36,0.0703,0.031400000000000004,0.046799999999999994,0.1067,0.0155,0.0641,0.0132,0.34759999999999996
217,GL,Globe Life Inc,Insurance,122.26,0.0004,-0.04,0.48,$10.092B,1,0,1,-1,0,-1.0,2.3,1,-1,0.0004,-0.04,-0.0739,-0.0042,0.33990000000000004,0.78,9.95,1.21273,1.73,1.87,0.0,34.06,0.2047,0.0368,0.1027,0.09380000000000001,0.0467,0.052000000000000005,0.0088,0.0688
218,GDDY,Godaddy Inc,Software & IT Services,180.86,-0.0475,0.02,0.33,$25.770B,0,0,0,1,0,0.0,2.3,1,-1,-0.0475,0.02,-0.09880000000000001,0.0297,0.1561,0.84,34.72,0,5.53,128.99,29.16,95.0,2.457,0.0955,-0.0713,0.217,0.0741,0.0747,0.0,0.0
219,GS,Goldman Sachs Group Inc,Investment Banking & Investment Services,615.73,0.005600000000000001,0.1,0.31,$188.931B,0,1,1,1,0,1.0,2.4,1,-1,0.005600000000000001,0.1,0.053399999999999996,0.006999999999999999,0.196,1.36,14.29,3.67057,1.5,1.74,11.49,90.11,0.131,0.0086,0.1085,0.1173,0.035,0.0433,0.0195,0.2261
