,Symbol,Company Name,Industry,Prior Close,% 5 Day Chg_x,% 4 Week Chg_x,% 52 Week Chg,Mkt Cap,Refinitiv,Argus Analyst,Argus A6 Quantitative,MarketEdge,Morgan Stanley,SmartConsensus,Thomson Reuters Consensus,TipRanks Analyst Consensus,TipRanks Blogger Sentiment,% 5 Day Chg_y,% 4 Week Chg_y,% Vs. S&P 500 4 Weeks,% Vs. S&P 500 13 Weeks,% Vs. S&P 500 52 Weeks,Beta,P/E Ratio (TTM)*,PEG Ratio,Price/Sales Ratio,Price/Book Ratio,Price/Cash Flow Ratio,Debt to Capital Ratio,% Return on Equity,% Return on Assets,% EPS Growth CFY*,% EPS Growth NFY*,% Revenue Growth CFY*,% Revenue Growth NFY*,% Dividend Yield,% Dividend Growth 5 Year
1275,GLRE,"Greenlight Capital Re, Ltd.",Insurance,13.95,0.0235,0.02,0.03,$482.042M,1,0,0,1,0,0.0,3.0,0,0,0.0235,0.02,-0.0098,0.0301,-0.0716,0.41,10.73,0,0.72,0.72,0.0,8.23,0.0704,0.0225,0.2903,0.0,0.0,0.0,0.0,0.0
1276,GRNQ,Greenpro Capital Corp,Banking Services,1.11,-0.1298,0.2,-0.1,$8.438M,0,0,0,0,0,0.0,0.0,0,0,-0.1298,0.2,0.1127,0.1091,-0.1772,-0.24,0.0,0,2.64,1.86,0.0,0.29,-0.2114,-0.1524,0.0,0.0,0.0,0.0,0.0,0.0
1277,GWAV,GREENWAVE TECHNOLOGY SOLUTIONS INC,Professional & Commercial Services  ,0.20,-0.0788,0.23,-0.99,$126.333M,-1,0,0,0,0,0.0,0.0,0,1,-0.0788,0.23,-0.045899999999999996,-0.24530000000000002,-0.9861,0.95,0.0,0,0.36,0.14,0.0,28.45,-6.1812000000000005,-0.4368,0.0,0.0,0.0,0.0,0.0,0.0
1278,GLSI,Greenwich Lifesciences Inc,Biotechnology & Medical Research,9.98,-0.0196,-0.06,-0.25,$133.413M,0,0,0,0,0,0.0,2.0,1,1,-0.0196,-0.06,-0.09539999999999998,-0.1325,-0.3328,0.73,0.0,0,0.0,100.33,0.0,0.0,-5.152699999999999,-4.0124,0.0,0.0,0.0,0.0,0.0,0.0
1279,GRI,GRI Bio Inc,Biotechnology & Medical Research,1.31,-0.0643,-0.25,-0.99,$2.805M,-1,0,0,0,0,0.0,2.0,1,0,-0.0643,-0.25,-0.3166,-0.8195,-0.9833,0.77,0.0,0,0.0,0.57,0.0,0.0,-5.6348,-2.1711,0.0,0.0,0.0,0.0,0.0,0.0
1280,GDYN,Grid Dynamics Holdings Inc,Software & IT Services,13.04,-0.0732,-0.06,0.29,$1.103B,0,0,0,-1,0,-1.0,1.8,1,-1,-0.0732,-0.06,-0.1376,-0.3546,0.1375,1.2,102.81,0,2.97,2.13,40.93,0.0,0.0242,0.0212,0.0,0.0,0.0,0.0,0.0,0.0
1281,GRFS,Grifols SA - ADR,Pharmaceuticals,8.23,0.0288,0.13,0.14,$2.152B,0,0,0,0,-1,0.0,2.5,0,-1,0.0288,0.13,0.0916,0.1215,0.024,1.07,25.47,0,0.81,0.88,8.26,54.78,0.0337,0.0132,0.23079999999999998,0.35,0.049400000000000006,0.0823,0.0,0.0
1282,GO,Grocery Outlet Holding Corp,Food & Drug Retailing ,14.01,-0.0085,-0.15,-0.4,$1.373B,-1,0,0,1,-1,-1.0,2.9,0,0,-0.0085,-0.15,-0.21309999999999998,-0.1048,-0.44520000000000004,-0.06,83.21,7.6585,0.31,1.16,10.53,28.74,0.0143,0.0055000000000000005,0.0,0.0,0.0,0.0,0.0,0.0
1283,GRPN,Groupon Inc,Diversified Retail,28.42,0.0733,0.36,0.63,$1.132B,0,0,0,1,0,0.0,2.5,1,-1,0.0733,0.36,0.47450000000000003,1.4222,0.5486,1.05,0.0,0,2.33,24.88,0.0,84.37,-0.9027,-0.0622,0.0,0.8,0.014499999999999999,0.0816,0.0,0.0
1284,GRWG,GrowGeneration Corp,Other Specialty Retailers,1.18,0.0536,0.11,-0.55,$70.205M,0,0,0,0,0,0.0,2.7,1,0,0.0536,0.11,-0.0017000000000000001,-0.0273,-0.5805,0.86,0.0,0,0.4,0.63,0.0,0.0,-0.36210000000000003,-0.25370000000000004,0.46340000000000003,0.2955,-0.1577,-0.015600000000000001,0.0,0.0
1285,OMAB,Grupo Arprtr dl Cntr Nrte SABdeCV(ADR),Transport Infrastructure,96.54,-0.0452,0.11,0.21,$4.107B,0,0,0,0,1,0.0,2.6,1,-1,-0.0452,0.11,0.0554,0.2655,0.066,0.6,17.47,5.82288,5.36,0.0,13.5,48.84,0.4583,0.1864,0.0789,0.20600000000000002,-0.013000000000000001,0.0959,0.04650000000000001,0.0
1286,GGAL,Grupo Financiero Galicia SA (ADR),Banking Services,61.36,-0.036699999999999997,-0.01,1.01,$82.392B,0,0,0,1,1,-0.5,2.2,1,-1,-0.036699999999999997,-0.01,-0.06269999999999999,0.0704,0.8245999999999999,1.45,6.59,0.14031,1.05,0.0,5.33,0.0,0.4,0.0753,-0.48869999999999997,0.2787,-0.054400000000000004,0.20329999999999998,0.0,0.0
1287,GRYP,Gryphon Digital Mining Inc,Financial Technology (Fintech) & Infrastructure,1.15,-0.1353,4.57,-0.04,$83.442M,-1,0,0,0,0,0.0,3.0,0,0,-0.1353,4.57,3.0087,3.2835,-0.21660000000000001,3.83,0.0,0,5.71,0.0,0.0,0.0,0.0,-1.1835,0.0,0.0,0.0,0.0,0.0,0.0
1288,GSIT,"GSI Technology, Inc.",Semiconductors & Semiconductor Equipment ,3.30,0.0092,0.07,0.18,$84.487M,-1,0,0,0,0,0.0,3.0,0,0,0.0092,0.07,0.0127,0.11,0.0596,1.26,0.0,0,4.27,2.82,0.0,0.0,-0.36619999999999997,-0.2732,0.0,0.0,0.0,0.0,0.0,0.0
1289,GSRT,GSR III Acquisition Corp,Holding Companies,10.49,0.013500000000000002,0.01,0.0,$245.697M,0,0,0,0,0,0.0,0.0,0,0,0.013500000000000002,0.01,-0.0318,0.0581,0.0,0.0,129.63,0,0.0,1.36,0.0,0.0,0.018799999999999997,0.018000000000000002,0.0,0.0,0.0,0.0,0.0,0.0
1290,GTBP,GT Biopharma Inc,Biotechnology & Medical Research,2.89,0.2902,0.17,-0.32,$7.474M,-1,0,0,0,0,0.0,2.0,1,-1,0.2902,0.17,0.18,0.1815,-0.2965,0.06,0.0,0,0.0,0.0,0.0,0.0,-5.3912,-1.8571,0.7190000000000001,0.4769,0.0,0.0,0.0,0.0
1291,GH,Guardant Health Inc,Healthcare Equipment & Supplies,39.17,-0.026600000000000002,-0.22,0.76,$4.853B,0,0,0,-1,1,-1.0,1.8,1,-1,-0.026600000000000002,-0.22,-0.25730000000000003,-0.023700000000000002,0.375,1.34,0.0,0,6.27,0.0,0.0,128.98,0.0,-0.2733,0.1404,0.1471,0.1963,0.2138,0.0,0.0
1292,GFAI,Guardforce AI Co Ltd,Professional & Commercial Services  ,1.18,0.06309999999999999,0.1,-0.57,$607.700K,0,0,0,0,0,0.0,2.0,0,0,0.06309999999999999,0.1,0.0308,0.023,-0.6265,1.66,0.0,0,0.68,0.66,0.0,7.53,-0.2061,-0.13,0.0,0.0,0.0,0.0,0.0,0.0
1293,GIFI,Gulf Island Fabrication Inc,Oil & Gas Related Equipment and Services,6.19,-0.0032,-0.1,-0.02,$100.427M,1,0,0,0,0,0.0,2.0,0,0,-0.0032,-0.1,-0.196,-0.056799999999999996,-0.2168,0.45,8.4,0,0.64,1.04,5.82,16.42,0.1354,0.09269999999999999,-0.6136,0.1471,0.0,0.0,0.0,0.0
1294,GURE,Gulf Resources Inc,Chemicals,0.59,-0.09179999999999999,-0.14,-0.58,$7.879M,0,0,0,0,0,-0.5,0.0,0,0,-0.09179999999999999,-0.14,-0.1073,-0.1528,-0.6566,0.11,0.0,0,0.99,0.06,0.0,0.92,-0.3469,-0.3074,0.0,0.0,0.0,0.0,0.0,0.0
1295,GYRE,Gyre Therapeutics Inc,Biotechnology & Medical Research,10.18,-0.0837,0.23,-0.11,$952.970M,-1,0,0,0,0,0.0,2.0,1,0,-0.0837,0.23,-0.0011,-0.1051,-0.2394,1.12,140.8,0,9.48,13.1,71.41,0.0,0.1162,0.0929,0.0,8.75,0.1961,0.8814,0.0,0.0
1296,GYRO,Gyrodyne LLC,Real Estate Operations,9.69,0.0349,0.1,0.01,$21.300M,0,0,0,0,0,0.0,0.0,0,0,0.0349,0.1,0.1478,0.0693,0.10679999999999999,0.65,0.0,0,0.0,0.69,0.0,26.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1297,HTHT,H World Group Ltd (ADR),Hotels & Entertainment Services,35.87,-0.0334,0.03,-0.02,$111.380B,0,0,0,0,1,-0.5,1.8,1,-1,-0.0334,0.03,-0.015600000000000001,0.0116,-0.11789999999999999,0.66,24.64,0,3.5,7.58,18.01,43.7,0.2883,0.0547,0.0128,0.1961,0.0403,0.0652,0.027000000000000003,0.0
1298,HEES,H&E Equipment Services Inc,Professional & Commercial Services  ,95.46,-0.0068000000000000005,0.05,1.0,$3.500B,1,0,0,0,0,0.0,3.0,0,-1,-0.0068000000000000005,0.05,0.0003,0.0008,0.7643000000000001,0.46,38.33,3.22117,2.39,5.8,6.59,69.3,0.1574,0.0334,-0.1272,0.255,-0.0034999999999999996,0.0705,0.0115,0.0
1299,HTO,H2O America,Water Utilities,52.82,-0.0134,-0.04,-0.16,$1.806B,0,0,0,0,0,1.0,2.0,1,-1,-0.0134,-0.04,-0.1267,-0.0208,-0.1451,0.0,17.71,0,2.36,1.29,8.41,57.14,0.07490000000000001,0.0217,0.0383,0.0537,0.061799999999999994,0.0565,0.0318,0.0592
1300,HCKT,Hackett Group Inc,Professional & Commercial Services  ,25.15,-0.0275,-0.03,0.16,$695.523M,1,0,0,-1,0,-1.0,1.7,1,0,-0.0275,-0.03,-0.08349999999999999,-0.16219999999999998,0.04650000000000001,0.53,29.47,2.45549,2.21,6.08,24.67,13.43,0.23129999999999998,0.12960000000000002,-0.023799999999999998,0.1159,0.0171,0.0546,0.0191,0.040999999999999995
1301,HAIN,Hain Celestial Group Inc,Food & Tobacco,2.02,-0.0242,-0.37,-0.73,$182.311M,0,0,-1,0,0,-1.0,2.6,1,-1,-0.0242,-0.37,-0.3613,-0.5069,-0.7384999999999999,0.26,0.0,0,0.11,0.26,0.0,50.44,-0.31829999999999997,-0.1298,-0.5455,0.4667,-0.0894,-0.0196,0.0,0.0
1302,HOFV,Hall of Fame Resort & Entertainment Co,Hotels & Entertainment Services,0.85,0.0001,0.19,-0.71,$5.695M,-1,0,0,0,0,0.0,2.0,0,0,0.0001,0.19,0.14029999999999998,-0.1935,-0.7190000000000001,0.47,0.0,0,0.29,0.1,0.0,82.56,-0.6651,-0.14,0.0,0.0,0.0,0.0,0.0,0.0
1303,HNRG,Hallador Energy Co,Coal,18.10,-0.0464,0.26,1.75,$777.866M,1,0,0,1,0,0.0,2.0,1,-1,-0.0464,0.26,0.1594,0.8824,1.2725,1.42,0.0,0,1.91,6.74,0.0,23.26,-1.0744,-0.4508,0.7317,0.0,-0.034,0.11599999999999999,0.0,0.0
1304,HALO,"Halozyme Therapeutics, Inc.",Pharmaceuticals,54.42,0.021099999999999997,-0.09,0.22,$6.706B,0,0,1,-1,0,1.0,2.4,1,-1,0.021099999999999997,-0.09,-0.1597,-0.0562,0.1125,0.56,14.44,0.60177,6.18,13.9,11.83,75.76,1.4706000000000001,0.2404,0.3002,0.3218,0.2329,0.1805,0.0,0.0
1305,HLNE,Hamilton Lane Inc,Investment Banking & Investment Services,172.60,0.0005,0.11,0.32,$7.210B,0,0,0,1,0,0.0,3.1,0,-1,0.0005,0.11,0.049,0.1273,0.218,1.57,31.79,0,13.85,14.74,29.32,25.3,0.38539999999999996,0.2266,0.2781,-0.0479,0.2353,0.0178,0.011399999999999999,0.1593
1306,HWC,Hancock Whitney Corp,Banking Services,55.83,-0.018600000000000002,0.05,0.19,$4.781B,1,0,0,1,0,1.0,1.8,1,-1,-0.018600000000000002,0.05,-0.0083,-0.0029,0.0791,1.1,10.31,0,3.28,1.12,9.33,0.0,0.1153,0.013500000000000002,0.0473,0.0452,0.0529,0.056600000000000004,0.0322,0.0679
1307,HAFC,Hanmi Financial Corp,Banking Services,23.25,-0.021099999999999997,-0.02,0.46,$702.429M,0,0,0,1,0,1.0,2.4,0,-1,-0.021099999999999997,-0.02,-0.0565,-0.014199999999999999,0.3386,0.76,10.9,0,2.94,0.94,9.5,0.0,0.0882,0.0085,0.2195,0.096,0.1332,0.0722,0.04650000000000001,0.008199999999999999
1308,HNVR,Hanover Bancorp Inc (MINEOLA),Banking Services,22.90,-0.0129,-0.02,0.39,$165.544M,1,0,0,0,0,0.0,2.5,0,0,-0.0129,-0.02,-0.0806,-0.0204,0.2433,0.8,17.37,0,2.36,0.86,12.24,0.0,0.050300000000000004,0.0043,0.4217,0.30079999999999996,0.1424,0.1369,0.0175,0.0
1309,HAO,Haoxi Health Technology Ltd,Media & Publishing,1.38,0.0073,0.08,-0.99,$839.040K,-1,0,0,0,0,0.0,0.0,0,0,0.0073,0.08,0.079,-0.2695,-0.9926999999999999,2.23,32.69,0,0.08,3.95,0.0,9.15,0.20120000000000002,0.1294,0.0,0.0,0.0,0.0,0.0,0.0
1310,HXHX,Haoxin Holdings Ltd,Freight & Logistics Services,1.45,0.0069,-0.28,0.0,$12.978M,0,0,0,0,0,0.0,0.0,0,0,0.0069,-0.28,-0.22190000000000001,0.0,0.0,0,6.28,0,0.78,1.09,5.57,13.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1311,HONE,HarborOne Bancorp Inc,Banking Services,11.45,-0.0222,0.12,0.07,$493.392M,0,0,0,1,0,0.0,2.8,1,0,-0.0222,0.12,-0.056799999999999996,0.0031,-0.0222,0.79,18.37,0,2.86,0.86,16.41,0.0,0.0444,0.0044,0.1061,0.2466,0.0326,0.0944,0.031400000000000004,0.0
1312,HLIT,Harmonic Inc,Communications & Networking,9.14,-0.0256,0.0,-0.21,$1.034B,0,0,0,0,0,0.0,2.3,1,-1,-0.0256,0.0,-0.0898,-0.08810000000000001,-0.3125,1.08,20.29,0,1.51,2.35,15.97,22.28,0.1245,0.0703,-0.34619999999999995,0.7646999999999999,-0.11359999999999999,0.2163,0.0,0.0
1313,HRMY,Harmony Biosciences Holdings Inc,Pharmaceuticals,33.79,-0.059000000000000004,0.16,0.16,$1.940B,0,0,1,1,0,1.0,2.1,1,-1,-0.059000000000000004,0.16,0.07780000000000001,-0.0808,0.010700000000000001,0.52,12.88,0,2.61,2.69,10.98,19.6,0.24710000000000001,0.1605,0.3625,0.1754,0.1801,0.1775,0.0,0.0
1314,HROW,Harrow Inc,Pharmaceuticals,26.33,-0.0696,0.03,0.47,$966.311M,-1,0,0,1,0,0.0,1.8,1,-1,-0.0696,0.03,0.0023,-0.042699999999999995,0.3185,1.37,0.0,0,4.54,16.63,0.0,79.74,-0.37079999999999996,-0.0658,0.0,2.3256,0.41369999999999996,0.3909,0.0,0.0
1315,HHS,Harte Hanks Inc,Media & Publishing,4.68,-0.0085,0.03,-0.39,$34.464M,0,0,0,0,0,-0.5,2.0,0,0,-0.0085,0.03,-0.1175,-0.0931,-0.43270000000000003,0.55,0.0,0,0.19,1.61,0.0,3.36,-1.4749,-0.2852,0.0,0.0,0.0,0.0,0.0,0.0
1316,HBIO,Harvard Bioscience Inc,Healthcare Equipment & Supplies,0.37,0.09539999999999998,-0.15,-0.9,$16.505M,-1,0,0,0,0,-1.0,2.5,1,0,0.09539999999999998,-0.15,-0.052300000000000006,-0.5684,-0.8942,2.3,0.0,0,0.18,1.11,0.0,70.79,-1.3880000000000001,-0.5452,0.6667000000000001,0.8,-0.0742,0.0975,0.0,0.0
1317,HAS,Hasbro Inc,Leisure Products,67.38,-0.011699999999999999,0.1,0.1,$9.442B,0,1,0,1,1,1.0,1.6,1,-1,-0.011699999999999999,0.1,0.0277,-0.0115,-0.0049,1.06,22.23,1.98442,2.21,8.07,15.9,73.56,0.39159999999999995,0.071,0.0424,0.11960000000000001,0.0166,0.0417,0.0416,0.0096
1318,HWKN,Hawkins Inc,Chemicals,133.55,0.061399999999999996,0.01,0.44,$2.778B,1,0,0,1,0,0.0,2.0,1,-1,0.061399999999999996,0.01,0.013999999999999999,0.23870000000000002,0.3373,0.83,33.12,0,2.85,6.0,22.35,24.43,0.19469999999999998,0.11810000000000001,0.07690000000000001,0.08289999999999999,0.1048,0.0404,0.0054,0.087
1319,HWBK,Hawthorn Bancshares Inc,Banking Services,29.13,-0.0678,0.01,0.61,$202.366M,1,0,0,0,0,0.0,0.0,0,0,-0.0678,0.01,-0.1161,-0.0958,0.37270000000000003,0.54,10.62,0,2.74,1.32,9.68,0.0,0.1323,0.0103,0.0,0.0,0.0,0.0,0.0275,0.1515
1320,HBT,HBT Financial Inc,Banking Services,24.14,-0.0125,0.0,0.24,$760.132M,1,0,0,0,0,0.0,2.4,1,-1,-0.0125,0.0,-0.0347,-0.0165,0.10310000000000001,0.6,10.12,0,3.3,1.35,9.34,0.0,0.1424,0.0149,0.0708,0.0,0.0629,0.0274,0.0348,0.0
1321,HOND,HCM II Acquisition Corp,Holding Companies,11.85,0.0797,0.01,0.0,$272.550M,0,0,0,0,0,0.0,0.0,0,0,0.0797,0.01,0.0256,0.1765,0.0,0.0,83.28,0,0.0,1.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1322,HCWB,Hcw Biologics Inc,Biotechnology & Medical Research,8.00,-0.0665,0.05,-0.81,$11.512M,-1,0,0,0,0,0.0,2.0,0,0,-0.0665,0.05,-0.001,-0.4397,-0.8386,0.52,0.0,0,10.52,0.0,0.0,259.22,0.0,-0.8729,0.0,0.0,0.0,0.0,0.0,0.0
1323,HCAT,Health Catalyst Inc,Software & IT Services,3.78,-0.0308,-0.08,-0.45,$263.092M,-1,0,0,0,0,-1.0,2.1,1,-1,-0.0308,-0.08,-0.1278,-0.23199999999999998,-0.4968,1.13,0.0,0,0.85,0.7,0.0,50.4,-0.198,-0.0916,-0.1429,0.625,0.09050000000000001,0.0971,0.0,0.0
1324,HIT,Health In Tech Inc,Insurance,0.67,0.0547,-0.02,0.0,$28.878M,0,0,0,0,0,0.0,0.0,0,0,0.0547,-0.02,0.02,-0.9015000000000001,0.0,0.66,33.61,0,1.64,2.6,0.0,0.0,0.105,0.0673,0.0,0.0,0.0,0.0,0.0,0.0
1325,HCSG,Healthcare Services Group Inc,Professional & Commercial Services  ,14.26,-0.0279,0.06,0.31,$1.040B,0,0,0,1,0,0.0,2.6,1,0,-0.0279,0.06,-0.0455,0.375,0.18280000000000002,0.65,25.48,-10.23155,0.6,2.02,18.44,0.0,0.0837,0.0509,0.5849,0.07139999999999999,0.0542,0.0458,0.0,0.0
1326,HCTI,Healthcare Triangle Inc,Software & IT Services,0.01,-0.3407,-0.96,-0.99,$2.451M,0,0,0,0,0,0.0,0.0,0,0,-0.3407,-0.96,-0.9609000000000001,-0.9841,-0.9924,1.05,0.0,0,0.21,0.0,0.0,0.0,0.0,-1.3537000000000001,0.0,0.0,0.0,0.0,0.0,0.0
1327,HQY,Healthequity Inc,Software & IT Services,101.14,0.0363,0.17,0.25,$8.748B,1,0,1,1,0,1.0,1.6,1,-1,0.0363,0.17,0.099,-0.053399999999999996,0.14300000000000002,0.98,92.77,4.91777,7.3,4.14,33.81,33.31,0.0466,0.0292,0.1635,0.22039999999999998,0.0852,0.1001,0.0,0.0
1328,HSTM,HealthStream Inc,Software & IT Services,27.90,-0.042199999999999994,-0.16,0.03,$851.648M,1,0,1,-1,0,0.0,2.4,1,-1,-0.042199999999999994,-0.16,-0.22829999999999998,-0.1332,-0.077,0.49,44.57,3.30123,2.91,2.35,14.01,0.0,0.054000000000000006,0.0369,-0.0152,0.16920000000000002,0.0292,0.052199999999999996,0.0044,0.0
1329,BEAT,Heartbeam Inc,Healthcare Equipment & Supplies,1.61,-0.0123,-0.17,-0.41,$54.429M,-1,0,0,0,0,0.0,2.5,1,0,-0.0123,-0.17,-0.16469999999999999,-0.17809999999999998,-0.4697,0.92,0.0,0,0.0,7.21,0.0,0.0,-2.0258000000000003,-1.7875,0.0,0.0,0.0,0.0,0.0,0.0
1330,HTCR,HeartCore Enterprises Inc,Software & IT Services,0.56,-0.0337,-0.14,-0.27,$12.372M,0,0,0,0,0,0.0,0.0,0,0,-0.0337,-0.14,-0.0863,-0.5714,-0.38020000000000004,1.38,0.0,0,0.43,6.72,0.0,77.42,-1.1194,-0.42219999999999996,0.0,0.0,0.0,0.0,0.0,0.0
1331,HTLD,Heartland Express Inc,Freight & Logistics Services,9.05,-0.0022,0.04,-0.22,$710.914M,0,0,0,0,0,0.0,3.4,-1,-1,-0.0022,0.04,0.084,-0.0998,-0.2962,0.62,0.0,0,0.71,0.88,4.8,19.81,-0.0344,-0.0204,0.2632,0.0,-0.11689999999999999,0.0702,0.0088,0.0
1332,HSCS,HeartSciences Inc,Healthcare Equipment & Supplies,4.28,0.15990000000000001,0.2,-0.3,$2.722M,-1,0,0,0,0,0.0,2.0,1,0,0.15990000000000001,0.2,0.1616,0.2811,-0.38159999999999994,0.42,0.0,0,0.0,2.47,0.0,58.57,-1.6347999999999998,-1.0321,0.0,0.0,0.0,0.0,0.0,0.0
1333,HMR^B10,Heidmar Maritime Holdings Corp,Holding Companies,2.14,-0.11199999999999999,-0.25,0.0,$124.469M,0,0,0,0,0,0.0,2.0,0,0,-0.11199999999999999,-0.25,-0.2584,-0.2897,0.0,0,63.46,0,4.3,6.67,63.05,8.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1334,HSII,Heidrick & Struggles International Inc,Professional & Commercial Services  ,43.87,0.0165,0.12,0.21,$904.643M,1,0,0,1,0,0.0,2.0,1,-1,0.0165,0.12,0.064,0.0886,0.1052,0.55,128.58,12.85756,0.8,1.95,33.48,0.0,0.0171,0.008,-0.0929,0.2014,0.0241,0.018500000000000003,0.0137,0.0
1335,HELE,Helen of Troy Ltd,Household Goods,26.18,-0.1467,-0.07,-0.73,$600.648M,0,0,-1,-1,0,-1.0,2.6,1,-1,-0.1467,-0.07,-0.1349,-0.5517,-0.7762,1.22,4.85,0.53289,0.31,0.36,3.36,35.26,0.0745,0.0415,-0.2469,0.05,-0.0091,0.0087,0.0,0.0
1336,HSDT,Helius Medical Technologies Inc,Healthcare Equipment & Supplies,3.71,-0.22870000000000001,0.0,-0.77,$1.514M,-1,0,0,0,0,0.0,3.0,0,0,-0.22870000000000001,0.0,-0.1793,-0.5075,-0.8212999999999999,1.29,0.0,0,4.51,1.18,0.0,0.0,-8.0,-2.8274,0.0,0.0,0.0,0.0,0.0,0.0
1337,HLXB,Helix Acquisition Corp II,Holding Companies,10.80,-0.0046,0.0,0.05,$204.217M,0,0,0,0,0,0.0,0.0,0,0,-0.0046,0.0,-0.0695,0.0151,-0.057,0.07,42.41,0,0.0,1.35,0.0,0.05,0.0325,0.031400000000000004,0.0,0.0,0.0,0.0,0.0,0.0
1338,MOMO,Hello Group Inc (ADR),Software & IT Services,6.06,-0.0242,0.06,0.1,$1.460B,0,0,0,-1,-1,0.0,2.2,1,-1,-0.0242,0.06,-0.0086,-0.1833,0.039900000000000005,0.41,7.87,0.43194,0.66,0.64,6.74,27.44,0.0902,0.0567,0.16210000000000002,0.056100000000000004,-0.0388,0.026000000000000002,0.0,0.0
1339,HPAI,Helport AI Ltd,Software & IT Services,5.15,-0.0337,-0.16,0.0,$195.103M,1,0,0,0,0,0.0,0.0,0,0,-0.0337,-0.16,-0.256,-0.1818,-0.5851,0.11,87.23,0,6.08,11.71,62.46,15.15,0.1552,0.0755,0.0,0.0,0.0,0.0,0.0,0.0
1340,HNNA,Hennessy Advisors Inc,Investment Banking & Investment Services,10.43,-0.016,0.02,0.45,$81.208M,1,0,0,0,0,0.0,2.0,0,0,-0.016,0.02,-0.1096,-0.0394,0.2888,0.57,8.36,0,2.28,0.85,8.1,29.4,0.10619999999999999,0.0645,0.0,0.0,0.0,0.0,0.0527,0.033
1341,HVII,Hennessy Capital Investment Corp VII,Holding Companies,10.01,-0.002,0.01,0.0,$197.097M,0,0,0,0,0,0.0,0.0,0,0,-0.002,0.01,-0.0562,0.0231,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1342,HSIC,Henry Schein Inc,Healthcare Equipment & Supplies,73.66,0.0253,0.08,0.0,$8.966B,0,0,0,0,-1,0.0,2.5,1,-1,0.0253,0.08,0.0455,-0.023,-0.0799,0.57,22.9,9.11411,0.73,2.72,13.21,37.99,0.11779999999999999,0.0388,0.029500000000000002,0.08199999999999999,0.0223,0.0356,0.0,0.0
1343,HTBK,Heritage Commerce Corp,Banking Services,9.28,-0.011699999999999999,0.0,0.12,$571.611M,0,0,0,0,0,0.0,1.7,1,0,-0.011699999999999999,0.0,-0.04019999999999999,-0.1162,0.02,0.73,13.61,0,3.24,0.82,12.57,0.0,0.061200000000000004,0.0078000000000000005,0.19699999999999998,0.0886,0.1108,0.0591,0.055999999999999994,0.0161
1344,CASK,Heritage Distilling Holding Company Inc,Beverages,0.55,0.0016,-0.13,0.0,$3.800M,0,0,0,0,0,0.0,0.0,0,0,0.0016,-0.13,-0.0085,-0.4888,0.0,1.25,2.81,0,0.53,3.66,3.24,94.36,0.0,0.0262,0.0,0.0,0.0,0.0,0.0,0.0
1345,HFWA,Heritage Financial Corp,Banking Services,23.61,-0.0113,0.0,0.26,$805.243M,0,0,0,1,0,0.0,2.7,1,0,-0.0113,0.0,-0.0335,-0.0225,0.1564,0.72,15.92,0,3.57,0.91,0.0,0.0,0.059500000000000004,0.0072,0.5806,0.1531,0.17559999999999998,0.0768,0.0407,0.044500000000000005
1346,HGBL,Heritage Global Inc,Investment Banking & Investment Services,2.13,-0.0362,0.08,-0.07,$75.136M,0,0,0,0,0,0.0,1.8,1,0,-0.0362,0.08,-0.0195,0.06570000000000001,-0.188,0.66,17.61,0,1.61,1.16,14.98,6.25,0.0692,0.052199999999999996,0.1429,0.25,0.1065,0.0702,0.0,0.0
1347,HRTX,Heron Therapeutics Inc,Biotechnology & Medical Research,1.89,-0.015600000000000001,-0.18,-0.46,$288.346M,-1,0,0,-1,0,-1.0,1.7,1,0,-0.015600000000000001,-0.18,-0.2415,0.13140000000000002,-0.5078,0.86,0.0,0,1.94,0.0,0.0,123.46,0.0,-0.034300000000000004,0.7778,0.0,0.10400000000000001,0.1366,0.0,0.0
1348,HTZ,Hertz Global Holdings Inc,Passenger Transportation Services,7.32,0.0909,-0.16,0.52,$2.246B,-1,0,0,1,0,0.0,3.4,-1,0,0.0909,-0.16,-0.0647,0.7362000000000001,0.37189999999999995,0.96,0.0,0,0.26,0.0,4.08,101.57,-2.4463,-0.1346,0.0,0.0,0.0,0.0,0.0,0.0
1349,CUBA,Herzfeld Caribbean Basin Fund Inc,Collective Investments ,2.45,-0.0632,0.1,0.1,$38.435M,0,0,0,0,0,0.0,0.0,0,0,-0.0632,0.1,-0.0816,0.0508,-0.12390000000000001,0.72,11.79,0,42.69,0.8,0.0,0.0,0.0625,0.0567,0.0,0.0,0.0,0.0,0.1902,0.0
1350,HSAI,Hesai Group - ADR,Electronic Equipment & Parts,21.26,0.0925,0.44,3.78,$2.242B,0,0,0,1,0,0.0,1.7,1,-1,0.0925,0.44,0.09699999999999999,0.2316,3.1045999999999996,1.37,0.0,0,9.03,4.69,0.0,12.92,-0.0032,-0.0023,0.0,0.0,0.0,0.0,0.0,0.0
